network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,4.18,899,manual,0.5,12959880,11:49.0,0.3,32.7534,-117.3788,1.3008,134.84,3.2489,10,,3.7,ml,,,0.27,29.71,59.5,"[76.0999984741211, 75.5, 68.80000305175781]",2239,11:48.2,earthquake_local,109C.TA_20070909131147_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.64,4.67,1255,manual,0.64,ci10277973,10:16.6,nan,32.7645,-117.3398333,0.1,273,0.52,9.69,0.72,1.36,ml,CI,,0.2333,25.95,237.7,"[19.299999237060547, 22.600000381469727, 17.5]",2678,10:12.3,earthquake_local,109C.TA_20070909141011_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.68,4.52,755,manual,0.68,ci10278001,14:55.6,nan,32.7686667,-117.3333333,0.14,255,0.47,9.56,0.72,1.7,ml,CI,,0.2265,25.19,237.9,"[34.70000076293945, 40.5, 30.200000762939453]",1646,14:56.2,earthquake_local,109C.TA_20070909151455_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.67,4.45,952,manual,0.58,ci10278021,08:31.8,nan,32.7696667,-117.3271667,0.12,271,0.46,9.49,0.48,1.46,ml,CI,,0.2216,24.64,237.4,"[28.899999618530273, 30.5, 21.899999618530273]",1626,08:30.3,earthquake_local,109C.TA_20070909170829_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.75,4.51,1153,manual,0.69,ci10278045,35:20.7,nan,32.7683333,-117.3295,0.13,255,0.45,10.34,0.59,1.78,ml,CI,,0.2239,24.91,237.3,"[32.900001525878906, 36.29999923706055, 25.799999237060547]",2083,35:17.2,earthquake_local,109C.TA_20070909193516_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.6,4.78,953,manual,0.6,ci10278117,35:26.5,nan,32.7613333,-117.342,0.12,258,0.52,10.6,0.72,1.96,ml,CI,,0.2366,26.31,237.3,"[42.599998474121094, 47.20000076293945, 37.0]",1733,35:25.3,earthquake_local,109C.TA_20070910043524_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.63,10.79,1193,manual,0.59,ci10278153,42:55.5,nan,33.454,-116.8846667,0.27,44,0.21,10.77,0.71,2.06,ml,CI,,0.5931,65.96,18.1,"[30.899999618530273, 29.600000381469727, 31.100000381469727]",2447,43:02.3,earthquake_local,109C.TA_20070910084301_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.71,4.49,850,manual,0.61,ci10278573,23:32.8,nan,32.7706667,-117.3261667,0.11,255,0.43,10.15,0.52,2.18,ml,CI,,0.2203,24.5,237.5,"[41.099998474121094, 41.099998474121094, 29.5]",1542,23:32.3,earthquake_local,109C.TA_20070910232331_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.59,10.09,1227,manual,0.63,ci10278585,28:13.4,nan,32.4735,-116.6991667,0.15,228,0.61,3.57,0.68,1.88,ml,CI,,0.5374,59.76,140.7,"[29.5, 25.700000762939453, 22.100000381469727]",2037,28:18.5,earthquake_local,109C.TA_20070911012817_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.61,4.5,852,manual,0.61,ci10278633,10:13.8,nan,32.7711667,-117.3275,0.1,271,0.61,10.3,0.73,1.22,ml,CI,,0.221,24.58,237.7,"[26.200000762939453, 25.700000762939453, 18.299999237060547]",1528,10:13.3,earthquake_local,109C.TA_20070911071012_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,4.62,763,manual,0.5,12962350,37:37.4,0.4,32.7082,-117.3603,1.2098,134.869,3.4889,10,,2.7,ml,,,0.28,31.19,50,"[48.20000076293945, 48.29999923706055, 43.0]",2053,37:38.0,earthquake_local,109C.TA_20070912073736_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.71,4.58,1225,manual,0.61,ci10279289,11:35.2,,32.7685,-117.3375,,,,9.83,,2.5,ml,,,0.2296,25.53,238.3,"[44.599998474121094, 42.70000076293945, 38.5]",2290,11:30.8,earthquake_local,109C.TA_20070912081129_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,5.38,1144,manual,0.5,12962332,11:34.4,0.54,32.7608,-117.3599,0.879,154.694,4.5905,3.85,,2.5,ml,,,0.25,27.77,59.2,"[44.400001525878906, 43.099998474121094, 39.29999923706055]",2189,11:31.8,earthquake_local,109C.TA_20070912081130_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.65,8.91,1557,manual,0.61,ci10279953,11:07.6,nan,33.114,-116.6081667,0.2,42,0.3,14.96,0.41,2.03,ml,CI,,0.4741,52.72,61.8,"[17.600000381469727, 22.0, 14.100000381469727]",2136,11:07.5,earthquake_local,109C.TA_20070913131106_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.5,5.19,723,manual,0.5,12964285,24:47.0,0.35,32.7445,-117.3604,1.0921,132.03,2.9808,10,,3,ml,,,0.26,28.78,56.1,"[48.70000076293945, 44.400001525878906, 47.400001525878906]",2092,24:48.2,earthquake_local,109C.TA_20070914042447_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.62,15.69,1837,manual,0.58,ci10280509,40:16.8,nan,32.6853333,-116.1003333,0.27,83,0.32,9.76,0.65,1.85,ml,CI,,0.8704,96.79,103.8,"[7.0, 11.100000381469727, 2.5]",3199,40:25.5,earthquake_local,109C.TA_20070914184024_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.58,4.13,848,manual,0.58,ci10280717,38:22.0,nan,32.7851667,-117.3206667,0.32,271,1.33,11.59,1.28,1.22,ml,CI,,0.2089,23.23,240.1,"[17.399999618530273, 15.800000190734863, 12.800000190734863]",2392,38:21.1,earthquake_local,109C.TA_20070916013820_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.58,8.91,1150,manual,0.58,ci10281117,02:15.0,nan,33.3123333,-116.8351667,0.23,40,0.26,7.79,1.01,2.42,ml,CI,,0.4792,53.29,28.2,"[27.299999237060547, 28.0, 31.899999618530273]",1766,02:19.0,earthquake_local,109C.TA_20070918200217_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.53,15.22,1757,manual,0.56,ci10283169,37:00.9,nan,33.6896667,-116.7351667,0.24,30,0.22,16.81,0.44,1.95,ml,CI,,0.8566,95.26,21.2,"[20.399999618530273, 20.899999618530273, 12.800000190734863]",2310,37:10.1,earthquake_local,109C.TA_20070929223709_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.61,15.12,1478,manual,0.58,ci10283201,03:34.6,nan,33.6856667,-116.7571667,0.3,21,0.19,14.12,0.26,2.11,ml,CI,,0.8464,94.12,20.1,"[33.099998474121094, 31.600000381469727, 22.200000762939453]",2134,03:45.7,earthquake_local,109C.TA_20070930010344_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.64,12.91,1812,manual,0.64,ci10283301,27:36.2,nan,33.4465,-116.5893333,0.26,34,0.21,10.53,0.43,1.91,ml,CI,,0.7045,78.35,37.9,"[20.600000381469727, 22.200000762939453, 16.0]",2501,27:40.1,earthquake_local,109C.TA_20070930222739_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.61,12.79,1725,manual,0.58,ci10283317,39:13.0,nan,33.4501667,-116.5875,0.2,47,0.28,9.82,0.65,1.72,ml,CI,,0.7084,78.78,37.8,"[18.5, 20.100000381469727, 15.100000381469727]",2381,39:17.8,earthquake_local,109C.TA_20071001003916_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.64,4.74,755,manual,0.64,ci10283429,42:07.7,nan,32.7653333,-117.3418333,0.1,275,0.52,11.92,0.81,1.94,ml,CI,,0.2343,26.06,238.1,"[21.299999237060547, 22.299999237060547, 18.700000762939453]",2220,42:08.5,earthquake_local,109C.TA_20071001224207_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.63,11.46,1440,manual,0.59,ci10283593,44:11.6,nan,33.0593333,-116.3958333,0.25,42,0.3,12.71,0.74,1.84,ml,CI,,0.6199,68.94,74.2,"[27.0, 28.5, 23.0]",2103,44:17.0,earthquake_local,109C.TA_20071003034416_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.6,15.12,1775,manual,0.64,ci10284057,29:57.7,nan,33.228,-116.1991667,0.28,36,0.27,14.17,0.52,1.71,ml,CI,,0.8326,92.59,66.2,"[15.100000381469727, 17.799999237060547, 18.399999618530273]",2395,30:05.8,earthquake_local,109C.TA_20071007043004_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.58,15.77,1751,manual,0.55,ci10284065,53:58.4,nan,33.7341667,-117.4783333,0.29,61,0.23,9.31,0.94,2.11,ml,CI,,0.8991,99.98,339.6,"[22.299999237060547, 22.200000762939453, 17.0]",3199,54:08.1,earthquake_local,109C.TA_20071007045407_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.72,6.5,1277,manual,0.66,ci10284097,22:14.4,nan,32.5891667,-117.2566667,0.11,275,0.6,16.85,1.09,1.59,ml,CI,,0.325,36.15,203,"[17.0, 17.799999237060547, 14.800000190734863]",3199,22:12.9,earthquake_local,109C.TA_20071007092211_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.53,16.99,1974,manual,0.53,ci10284589,48:16.0,nan,32.1356667,-116.3855,0.3,269,1.43,5.84,,2.28,ml,CI,,0.9663,107.47,141.3,"[25.399999618530273, 25.899999618530273, 21.100000381469727]",2875,48:26.0,earthquake_local,109C.TA_20071010024825_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.6,12.96,1577,manual,0.64,ci10284837,18:19.6,nan,33.0146667,-116.2683333,0.29,54,0.23,6.24,3.31,1.87,ml,CI,,0.7146,79.47,80.1,"[23.200000762939453, 28.100000381469727, 23.200000762939453]",2237,18:26.5,earthquake_local,109C.TA_20071012061825_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.64,8.33,1115,manual,0.59,ci10285149,40:37.0,nan,32.7853333,-116.5948333,0.22,106,0.31,12.06,0.71,1.31,ml,CI,,0.4418,49.14,103.7,"[17.799999237060547, 15.699999809265137, 14.600000381469727]",1781,40:40.3,earthquake_local,109C.TA_20071014074039_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.58,12.14,1488,manual,0.58,ci10285585,49:32.8,nan,33.1811667,-116.3916667,0.22,39,0.28,8.5,1.31,2.13,ml,CI,,0.6664,74.11,64.2,"[35.0, 30.399999618530273, 24.600000381469727]",2162,49:39.0,earthquake_local,109C.TA_20071016114937_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.6,10.14,1631,manual,0.6,ci14329808,12:53.9,nan,33.0253333,-116.468,0.19,99,0.37,4.92,,1.23,ml,CI,,0.5526,61.46,75.9,"[12.699999809265137, 16.899999618530273, 9.699999809265137]",2553,12:55.0,earthquake_local,109C.TA_20071023041254_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.55,16.97,1595,manual,0.55,ci14329964,54:13.2,nan,32.674,-116.0565,0.26,163,0.69,0.06,1.21,2.02,ml,CI,,0.909,101.09,104,"[26.899999618530273, 30.0, 22.100000381469727]",2293,54:26.1,earthquake_local,109C.TA_20071024015425_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.56,15.97,1735,manual,0.58,ci14329988,27:56.8,nan,33.1656667,-116.1071667,0.34,65,0.36,11.82,1.18,1.96,ml,CI,,0.8826,98.15,72,"[28.0, 30.0, 25.799999237060547]",2370,28:06.7,earthquake_local,109C.TA_20071024052805_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.62,13.91,1614,manual,0.58,ci10287601,33:35.0,nan,33.4128333,-116.419,0.29,34,0.31,13.58,0.53,1.89,ml,CI,,0.7774,86.45,47.8,"[25.200000762939453, 26.600000381469727, 19.5]",2271,33:42.9,earthquake_local,109C.TA_20071029063341_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.62,12.86,1527,manual,0.58,ci10287821,20:52.4,nan,33.4668333,-116.6063333,0.22,43,0.25,10.37,0.47,2.42,ml,CI,,0.7122,79.2,36,"[33.400001525878906, 37.70000076293945, 30.399999618530273]",2092,20:59.3,earthquake_local,109C.TA_20071031012058_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.62,12.44,1290,manual,0.62,ci10288477,25:43.2,nan,33.4516667,-116.6368333,0.26,45,0.24,8.17,0.55,2.15,ml,CI,,0.685,76.18,35,"[29.100000381469727, 33.900001525878906, 30.200000762939453]",2253,25:51.6,earthquake_local,109C.TA_20071104232550_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.7,4.59,947,manual,0.63,ci14332716,24:49.1,nan,32.766,-117.3278333,0.1,277,0.55,11.42,0.44,1.52,ml,CI,,0.224,24.91,236.6,"[17.299999237060547, 24.0, 15.5]",2331,24:47.7,earthquake_local,109C.TA_20071111222446_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.56,16.19,1967,manual,0.56,ci10293977,33:47.7,nan,32.7445,-116.085,0.37,71,0.4,-0.28,1.19,2.06,ml,CI,,0.871,96.86,99.8,"[24.399999618530273, 22.100000381469727, 21.600000381469727]",3199,33:55.9,earthquake_local,109C.TA_20071210113354_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.68,6.13,845,manual,0.62,ci10293989,43:38.4,nan,32.6888333,-116.8406667,0.14,132,0.39,15.9,0.7,1.82,ml,CI,,0.299,33.25,132.1,"[18.899999618530273, 23.299999237060547, 18.399999618530273]",1358,43:40.6,earthquake_local,109C.TA_20071210144339_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.55,16.58,1655,manual,0.55,ci10295637,37:21.5,nan,33.0433333,-116.039,0.33,47,0.33,5.48,,1.94,ml,CI,,0.9094,101.13,80.5,"[22.200000762939453, 22.799999237060547, 22.200000762939453]",2426,37:33.1,earthquake_local,109C.TA_20071218123732_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.53,17.6,1935,manual,0.52,ci10296281,11:22.9,nan,33.2471667,-116.0338333,0.3,41,0.45,7.29,1.25,1.9,ml,CI,,0.9679,107.64,68.5,"[13.100000381469727, 16.899999618530273, 10.300000190734863]",2828,11:33.5,earthquake_local,109C.TA_20071221221132_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.58,8.48,1212,manual,0.58,ci10296465,11:32.7,nan,33.2195,-116.7268333,0.18,70,0.35,5.45,9.18,1.56,ml,CI,,0.4578,50.92,43.9,"[26.5, 26.899999618530273, 26.700000762939453]",1718,11:35.1,earthquake_local,109C.TA_20071223161134_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.63,7,1105,manual,0.59,ci10296653,21:34.0,nan,33.1423333,-116.8158333,0.23,67,0.33,16.71,1.27,2.29,ml,CI,,0.3506,38.99,43.8,"[47.5, 44.5, 39.20000076293945]",1671,21:35.0,earthquake_local,109C.TA_20071225032134_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.58,12.28,1677,manual,0.58,ci10296925,46:04.1,nan,33.1368333,-116.3633333,0.2,74,0.45,4.18,0.78,1.81,ml,CI,,0.6705,74.57,68.5,"[13.699999809265137, 15.800000190734863, 12.199999809265137]",3199,46:08.4,earthquake_local,109C.TA_20071227044607_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.62,8.48,1508,manual,0.58,ci10297085,12:15.5,nan,33.217,-116.7335,0.23,60,0.28,4.74,,2.47,ml,CI,,0.4522,50.29,43.6,"[36.099998474121094, 40.70000076293945, 35.400001525878906]",2009,12:14.9,earthquake_local,109C.TA_20071228171213_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.62,8.44,1015,manual,0.58,ci10297253,50:10.1,nan,33.2125,-116.7393333,0.15,71,0.38,16.38,1.17,1.73,ml,CI,,0.4455,49.55,43.6,"[27.299999237060547, 30.600000381469727, 25.399999618530273]",1513,50:14.5,earthquake_local,109C.TA_20071229145013_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.64,13.33,1562,manual,0.59,ci10297337,53:25.6,nan,32.8825,-116.2316667,0.29,93,0.35,9.82,1.2,2.29,ml,CI,,0.7349,81.73,90.7,"[30.299999237060547, 34.0, 24.700000762939453]",2783,53:33.0,earthquake_local,109C.TA_20071230055331_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.57,15.03,1872,manual,0.57,ci10297885,33:05.0,nan,33.261,-116.225,0.25,46,0.35,9.34,2.34,1.96,ml,CI,,0.8269,91.96,63.5,"[22.100000381469727, 19.399999618530273, 17.899999618530273]",2530,33:12.0,earthquake_local,109C.TA_20080103053310_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.68,12.77,1422,manual,0.59,ci10298489,11:20.7,nan,33.4465,-116.5876667,0.24,38,0.25,10.34,0.53,2.48,ml,CI,,0.7054,78.45,38,"[35.20000076293945, 35.900001525878906, 26.799999237060547]",2084,11:28.5,earthquake_local,109C.TA_20080107181127_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.58,14.18,1422,manual,0.58,ci14344484,00:42.7,nan,33.489,-116.488,0.24,27,0.29,13.25,0.41,1.99,ml,CI,,0.7912,87.98,40.9,"[23.5, 24.200000762939453, 20.299999237060547]",2195,00:52.9,earthquake_local,109C.TA_20080124030051_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.54,17.1,1665,manual,0.54,ci14345724,18:09.2,nan,32.1175,-116.4358333,0.17,269,0.71,5.48,,2.35,ml,CI,,0.9547,106.18,144,"[35.70000076293945, 37.599998474121094, 27.700000762939453]",2188,18:22.3,earthquake_local,109C.TA_20080202071821_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.57,14.1,1413,manual,0.61,ci14346244,37:43.7,nan,33.3751667,-116.3698333,0.25,56,0.35,4.44,6.76,1.79,ml,CI,,0.7847,87.27,51.9,"[29.5, 23.299999237060547, 27.799999237060547]",2027,37:53.8,earthquake_local,109C.TA_20080206063752_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.54,17.26,1945,manual,0.54,ci14346316,12:51.8,nan,32.1228333,-116.4195,0.2,272,1.24,5.63,,2.22,ml,CI,,0.9587,106.62,143.1,"[28.700000762939453, 23.200000762939453, 22.5]",2557,13:02.1,earthquake_local,109C.TA_20080206121301_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.52,17.69,1985,manual,0.53,ci14347600,59:48.4,nan,32.6858333,-115.9613333,0.26,119,0.41,6.14,1.46,2.26,ml,CI,,0.9845,109.49,102.2,"[39.0, 41.900001525878906, 36.70000076293945]",2504,59:59.1,earthquake_local,109C.TA_20080210075958_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.51,17.71,1887,manual,0.53,ci14347660,42:35.3,nan,32.6831667,-115.9541667,0.31,117,0.43,8.27,1.07,1.77,ml,CI,,0.991,110.2,102.3,"[24.799999237060547, 30.600000381469727, 22.899999618530273]",2470,42:47.0,earthquake_local,109C.TA_20080210094246_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.61,3.73,1092,manual,0.61,ci14347696,33:34.7,nan,32.7775,-117.2761667,0.17,246,0.67,8.97,0.78,0.94,ml,CI,,0.1819,20.23,232.2,"[20.899999618530273, 25.799999237060547, 16.899999618530273]",1843,33:30.4,earthquake_local,109C.TA_20080210103329_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.62,12.63,1617,manual,0.58,ci14348928,21:36.0,nan,32.9115,-116.2808333,0.26,88,0.34,5.62,,2.19,ml,CI,,0.6938,77.16,88.4,"[28.299999237060547, 24.100000381469727, 18.100000381469727]",3100,21:41.6,earthquake_local,109C.TA_20080212102140_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.62,14.11,1902,manual,0.62,ci14354368,19:39.7,nan,33.4565,-116.4685,0.3,29,0.24,10.12,0.59,2.4,ml,CI,,0.7781,86.53,43.4,"[35.29999923706055, 34.5, 27.5]",2454,19:44.8,earthquake_local,109C.TA_20080305121943_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.5,6.37,1113,manual,0.5,13494111,17:30.5,0.39,33.1129,-116.92,0.8789,60.755,4.4953,15,,2.7,ml,,,0.27,30.27,214.9,"[58.79999923706055, 54.099998474121094, 54.0]",1804,17:29.8,earthquake_local,109C.TA_20080322071728_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.6,15.69,2032,manual,0.57,ci10321393,35:16.1,nan,32.6723333,-116.1146667,0.33,128,0.54,9.29,0.85,1.91,ml,CI,,0.8618,95.84,104.8,"[21.0, 25.100000381469727, 16.5]",3100,35:22.8,earthquake_local,109C.TA_20080430053521_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.62,12.74,1430,manual,0.58,ci10321401,14:47.4,nan,33.1758333,-116.3511667,0.26,47,0.29,11.35,1.17,2.17,ml,CI,,0.695,77.29,65.8,"[31.200000762939453, 37.099998474121094, 26.799999237060547]",2055,14:55.2,earthquake_local,109C.TA_20080430061454_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,14.8,1932,manual,0.5,10910429,55:35.1,0.3,33.4108,-116.4365,0.9797,32.065,2.419,10.16,,3.5,mb,,,0.77,85.1,227.3,"[64.4000015258789, 66.5, 63.099998474121094]",2556,55:40.9,earthquake_local,109C.TA_20080501035539_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.58,14.13,1811,manual,0.58,ci10321569,38:24.3,nan,33.4425,-116.451,0.25,29,0.26,9.08,0.75,2.37,ml,CI,,0.7783,86.56,44.9,"[35.20000076293945, 34.70000076293945, 32.0]",2380,38:30.5,earthquake_local,109C.TA_20080501043829_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.5,9.39,1537,manual,0.5,10925153,16:29.1,0.24,33.2049,-116.7267,0.8861,50.368,2.3464,10,,3.7,ml,,,0.45,49.77,225.3,"[65.9000015258789, 69.19999694824219, 65.80000305175781]",2053,16:29.5,earthquake_local,109C.TA_20080504181628_EV
TA,109C,BH,32.8889,-117.1051,150,400,manual,0.57,15.87,1533,manual,0.57,ci14366256,55:47.5,nan,32.676,-116.102,0.31,95,0.4,9.35,0.81,1.59,ml,CI,,0.8713,96.89,104.4,"[14.199999809265137, 15.5, 13.0]",3199,55:59.3,earthquake_local,109C.TA_20080504195558_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.61,14.57,1817,manual,0.57,ci14366760,27:32.8,nan,33.4795,-116.4621667,0.21,108,0.36,11.73,0.51,1.75,ml,CI,,0.7985,88.8,42.5,"[15.600000381469727, 18.399999618530273, 13.899999618530273]",2438,27:39.4,earthquake_local,109C.TA_20080507112738_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.7,12.35,1355,manual,0.7,ci14367144,02:30.6,nan,33.0386667,-117.8526667,0.33,147,0.57,5.71,,2.08,ml,CI,,0.646,71.84,283.2,"[29.600000381469727, 29.700000762939453, 22.600000381469727]",2117,02:38.0,earthquake_local,109C.TA_20080508160236_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.5,15.05,1807,manual,0.5,10939505,38:07.4,0.29,33.4251,-116.4148,0.9512,31.18,2.6055,9.67,,4.9,mb,,,0.79,87.65,227.5,"[61.400001525878906, 66.9000015258789, 60.20000076293945]",2167,38:14.4,earthquake_local,109C.TA_20080509223813_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.57,13.83,1595,manual,0.57,ci14367688,33:19.9,nan,33.3808333,-116.4021667,0.24,50,0.36,11.97,0.76,1.77,ml,CI,,0.7672,85.32,50.3,"[24.700000762939453, 23.299999237060547, 22.799999237060547]",2294,33:27.7,earthquake_local,109C.TA_20080510083326_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.54,16.74,1678,manual,0.57,ci14369456,53:06.6,nan,32.6971667,-116.0398333,0.28,118,0.43,4.18,0.77,1.79,ml,CI,,0.9174,102.02,102.4,"[24.100000381469727, 29.600000381469727, 23.5]",2696,53:18.4,earthquake_local,109C.TA_20080518095317_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.54,16.54,1911,manual,0.54,ci10325829,07:27.8,nan,32.687,-116.0431667,0.41,130,0.68,7.64,1.92,1.91,ml,CI,,0.9169,101.97,103,"[23.5, 25.0, 29.5]",2955,07:37.3,earthquake_local,109C.TA_20080520080736_EV
TA,109C,BH,32.8889,-117.1051,150,500,manual,0.5,16.01,1409,manual,0.5,11533752,32:06.9,0.68,32.5129,-117.8671,1.1261,170.049,5.8445,1.92,,3.4,ml,,,0.74,82.73,59.5,"[56.400001525878906, 66.5, 57.20000076293945]",2103,32:17.9,earthquake_local,109C.TA_20080525053216_EV
TA,109C,BH,32.8889,-117.1051,150,600,manual,0.56,14.57,1658,manual,0.56,ci10326737,05:23.9,nan,33.6481667,-116.7258333,0.23,39,0.26,14.27,0.28,2.26,ml,CI,,0.8212,91.32,22.8,"[30.200000762939453, 31.600000381469727, 27.799999237060547]",2415,05:32.5,earthquake_local,109C.TA_20080526190531_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.6,6.82,1315,manual,0.55,ci10100482,24:26.8,nan,32.5478333,-116.973,0.13,260,0.88,6.29,1.31,1.74,ml,CI,,0.3579,39.8,162,"[17.600000381469727, 15.699999809265137, 9.600000381469727]",2521,24:25.7,earthquake_local,109C.TA_20080529082424_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.53,16.98,2020,manual,0.53,ci14371532,49:48.7,nan,33.1856667,-116.0338333,0.39,45,0.38,11.67,1.22,1.71,ml,CI,,0.9473,105.34,72,"[17.100000381469727, 15.5, 15.600000381469727]",3199,49:57.7,earthquake_local,109C.TA_20080531074956_EV
TA,109C,BH,32.8889,-117.1051,150,800,manual,0.57,15.92,1976,manual,0.57,ci14371568,25:30.2,nan,32.6895,-116.0601667,0.29,120,0.37,9.98,0.85,1.49,ml,CI,,0.9023,100.35,103.1,"[13.399999618530273, 9.5, 8.899999618530273]",3199,25:38.1,earthquake_local,109C.TA_20080531122537_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.55,12.9,1862,manual,0.61,ci10329597,47:40.7,nan,33.0166667,-116.2596667,0.24,59,0.32,4.95,,1.26,ml,CI,,0.7222,80.31,80,"[11.199999809265137, 12.399999618530273, 5.599999904632568]",3199,47:44.6,earthquake_local,109C.TA_20080605084743_EV
TA,109C,BH,32.8889,-117.1051,150,700,manual,0.61,13.7,1683,manual,0.61,ci14376568,46:30.1,nan,33.4025,-116.4353333,0.2,66,0.33,14.27,0.38,1.53,ml,CI,,0.7603,84.55,47.7,"[21.200000762939453, 19.299999237060547, 16.399999618530273]",2309,46:36.8,earthquake_local,109C.TA_20080623064635_EV
TA,109C,BH,32.8889,-117.1051,150,900,manual,0.56,16.01,2075,manual,0.54,ci14376576,33:42.8,nan,33.7941667,-117.0531667,0.24,36,0.28,16.18,0.51,2.08,ml,CI,,0.9039,100.52,2.8,"[27.899999618530273, 30.700000762939453, 26.299999237060547]",3100,33:49.8,earthquake_local,109C.TA_20080623083348_EV
